domain,name,affiliation,email,citations,hindex,i10index,profile
puthisastra.edu.kh,Sreynich CHHUN,"Lecturer of the Department of Science Research, Faculty of Science and Technology, UP",Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=eodAWhgAAAAJ
puthisastra.edu.kh,Heng Sophea,"Lecturer of Surgery, Faculty of Medicine",Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=s31URnIAAAAJ
puthisastra.edu.kh,Vutha Meas,Calmette Hospital and University of Puthisastra,Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=vbz4AIkAAAAJ
puthisastra.edu.kh,Dr. AN SRIM,"Ajc. C. Asst. Professor, University of Puthisastra",Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=uaGjS80AAAAJ
puthisastra.edu.kh,Ratanakromanea Ngin,University of Puthisastra,Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=l0eH944AAAAJ
puthisastra.edu.kh,chea ong,"Professor of Hepato-Gastroenterologist. University of Health Sciences, Puthisastra and International",Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=CPufyjkAAAAJ
puthisastra.edu.kh,Sophaneth Keo,"Lecturer of Biochemistry, University of Puthisastra",Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=tQwvWxIAAAAJ
puthisastra.edu.kh,Michael Renfrew,"Director of Research, University of Puthisastra",Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=BG4fQfEAAAAJ
puthisastra.edu.kh,HENG Sreyly,University of Puthisastra,Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=uuFMfjYAAAAJ
puthisastra.edu.kh,YEM  Sokha,university of puthisastra,Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=bBy04t0AAAAJ
puthisastra.edu.kh,SRUY HUY,"Khmer-Soviet Friendship Hospital, University of Health Science, University of Puthisastra",Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=J6qTOyAAAAAJ
puthisastra.edu.kh,Chendavatey Pok,Doctor,Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=5__wnkgAAAAJ
puthisastra.edu.kh,LAM Pechkethia,"Pediatric Hematology, University of Health Sciences",Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=g24IXQoAAAAJ
puthisastra.edu.kh,PIT Sovannary,University of Puthisastra,Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=RP7Mlv8AAAAJ
puthisastra.edu.kh,VANN  Lida,Unknown affiliation,Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=vPkXSuYAAAAJ
puthisastra.edu.kh,NOV Sreyroth,"Deputy Dean of Midwifery, University of Puthisastra",Verified email at puthisastra.edu.kh,0,0,0,https://scholar.google.com/citations?hl=en&user=jRTFhBMAAAAJ
